market,status,side,size,maxSize,entryPrice,exitPrice,createdAt,createdAtHeight,closedAt,sumOpen,sumClose,netFunding,subaccountNumber
SEI/USDC:USDC,OPEN,,7747,,0.296514,,,,,,,,
WLD/USDC:USDC,OPEN,,2015.8,,1.53782,,,,,,,,
SUI/USDC:USDC,OPEN,,384.5,,0.77929,,,,,,,,,
TON/USDC:USDC,OPEN,,131.4,,5.3331,,,,,,,,
SOL/USDC:USDC,OPEN,,22.53,,142.4504,,,,,,,,
SOL/USDC:USDC,OPEN,,23.22,,142.0415,,,,,,,,,
TRX/USDC:USDC,OPEN,,13898,,0.15817,,,,,,,,,
kBONK/USDC:USDC,OPEN,,202382,,0.018775,,,,,,,,
LTC/USDC:USDC,OPEN,,10.86,,64.3335,,,,,,,,
AAVE/USDC:USDC,OPEN,,5.65,,123.9298,,,,,,,,
SOL/USDC:USDC,OPEN,,24,,141.6027,,,,,,,,,
BNB/USDC:USDC,OPEN,,6.66,,540.346,,,,,,,,
AAVE/USDC:USDC,OPEN,,6.35,,123.4635,,,,,,,,
AAVE/USDC:USDC,OPEN,,6.49,,123.3823,,,,,,,,
SUI/USDC:USDC,OPEN,,515.4,,0.77527,,,,,,,,
WLD/USDC:USDC,OPEN,,2087.2,,1.5332,,,,,,,,
LTC/USDC:USDC,OPEN,,11.05,,64.3137,,,,,,,,
LTC/USDC:USDC,OPEN,,12.44,,64.1873,,,,,,,,
TON/USDC:USDC,OPEN,,150.9,,5.3071,,,,,,,,
BTC/USDC:USDC,OPEN,,0.06363,,59748.2,,,,,,,,
SOL/USDC:USDC,OPEN,,24.78,,141.162,,,,,,,,
BNB/USDC:USDC,OPEN,,6.85,,539.46,,,,,,,,,
kPEPE/USDC:USDC,OPEN,,408849,,0.007828,,,,,,,,
kSHIB/USDC:USDC,OPEN,,225282,,0.0142,,,,,,,,
LTC/USDC:USDC,OPEN,,14.02,,64.0606,,,,,,,,,
SEI/USDC:USDC,OPEN,,8124,,0.295062,,,,,,,,
kBONK/USDC:USDC,OPEN,,208461,,0.018708,,,,,,,,
SUI/USDC:USDC,OPEN,,649,,0.76977,,,,,,,,
kPEPE/USDC:USDC,OPEN,,422823,,0.007806,,,,,,,,,
AAVE/USDC:USDC,OPEN,,7.33,,122.856,,,,,,,,,
TON/USDC:USDC,OPEN,,170.3,,5.28968,,,,,,,,
BTC/USDC:USDC,OPEN,,0.06537,,59689.8,,,,,,,,
LTC/USDC:USDC,OPEN,,15.6,,63.957,,,,,,,,,
kSHIB/USDC:USDC,OPEN,,232865,,0.014167,,,,,,,,,
kBONK/USDC:USDC,OPEN,,214528,,0.018645,,,,,,,,
SEI/USDC:USDC,OPEN,,8501,,0.293717,,,,,,,,
SUI/USDC:USDC,OPEN,,783.2,,0.76544,,,,,,,,
AAVE/USDC:USDC,OPEN,,8.18,,122.3888,,,,,,,,
SOL/USDC:USDC,OPEN,,25.57,,140.7331,,,,,,,,,
LTC/USDC:USDC,OPEN,,17.19,,63.8348,,,,,,,,
SEI/USDC:USDC,OPEN,,8880,,0.292459,,,,,,,,
kSHIB/USDC:USDC,OPEN,,240482,,0.014134,,,,,,,,
kBONK/USDC:USDC,OPEN,,220637,,0.018582,,,,,,,,
CRV/USDC:USDC,OPEN,,365,,0.27453,,,,,,,,
RUNE/USDC:USDC,OPEN,,550.2,,3.91759,,,,,,,,
LTC/USDC:USDC,OPEN,,18.77,,63.7617,,,,,,,,
STG/USDC:USDC,OPEN,,356,,0.28146,,,,,,,,
TRX/USDC:USDC,OPEN,,14538,,0.158083,,,,,,,,
AAVE/USDC:USDC,OPEN,,9,,122.3999,,,,,,,,
ATOM/USDC:USDC,OPEN,,-684.31,,4.3935,,,,,,,,
DYDX/USDC:USDC,OPEN,,-3420.8,,0.87636,,,,,,,,
RUNE/USDC:USDC,OPEN,,-51.8,,3.85018,,,,,,,,
SOL/USDC:USDC,OPEN,,-22.95,,130.73,,,,,,,,
DOGE/USDC:USDC,OPEN,,-31169,,0.096242,,,,,,,,,
DOT/USDC:USDC,OPEN,,-727.6,,4.12495,,,,,,,,,
kBONK/USDC:USDC,OPEN,,-178944,,0.016787,,,,,,,,
NEAR/USDC:USDC,OPEN,,-765.1,,3.92338,,,,,,,,
TON/USDC:USDC,OPEN,,-577.8,,5.19319,,,,,,,,
TON/USDC:USDC,OPEN,,-575.4,,5.21261,,,,,,,,
DOGE/USDC:USDC,OPEN,,1004,,0.099549,,,,,,,,,
WLD/USDC:USDC,OPEN,,2016.2,,1.489,,,,,,,,
BTC/USDC:USDC,OPEN,,0.05062,,59219,,,,,,,,
LINK/USDC:USDC,OPEN,,-281.4,,10.65901,,,,,,,,
ADA/USDC:USDC,OPEN,,-8995,,0.33362,,,,,,,,
RUNE/USDC:USDC,OPEN,,735.8,,4.07764,,,,,,,,
NEAR/USDC:USDC,OPEN,,-758.3,,3.9549,,,,,,,,
RUNE/USDC:USDC,OPEN,,740.9,,4.0467,,,,,,,,
ATOM/USDC:USDC,OPEN,,-683.68,,4.3837,,,,,,,,,
AVAX/USDC:USDC,OPEN,,-135.36,,22.172,,,,,,,,,
BCH/USDC:USDC,OPEN,,-9.417,,318.74,,,,,,,,,
kSHIB/USDC:USDC,OPEN,,-221582,,0.013543,,,,,,,,,
FIL/USDC:USDC,OPEN,,-868.1,,3.45748,,,,,,,,
SOL/USDC:USDC,OPEN,,-22.53,,133.15,,,,,,,,
SUI/USDC:USDC,OPEN,,-3804.8,,0.7879,,,,,,,,
MATIC/USDC:USDC,OPEN,,-7515,,0.39949,,,,,,,,
FIL/USDC:USDC,OPEN,,-880.5,,3.4086,,,,,,,,
RUNE/USDC:USDC,OPEN,,-764.9,,3.9155,,,,,,,,,
DOT/USDC:USDC,OPEN,,-730.5,,4.1109,,,,,,,,
SUI/USDC:USDC,OPEN,,3676.3,,0.81596,,,,,,,,
MATIC/USDC:USDC,OPEN,,-7479.4,,0.40101,,,,,,,,,
FIL/USDC:USDC,OPEN,,-891.3,,3.3638,,,,,,,,
DYDX/USDC:USDC,OPEN,,-3440.4,,0.87156,,,,,,,,,
SOL/USDC:USDC,OPEN,,-23.36,,128.34,,,,,,,,,
AVAX/USDC:USDC,OPEN,,-139.97,,21.441,,,,,,,,,
SUI/USDC:USDC,OPEN,,-3777.7,,0.79457,,,,,,,,
kPEPE/USDC:USDC,OPEN,,-413172,,0.00727,,,,,,,,,
RUNE/USDC:USDC,OPEN,,-777,,3.8542,,,,,,,,,
NEAR/USDC:USDC,OPEN,,-806.7,,3.7303,,,,,,,,,
kBONK/USDC:USDC,OPEN,,-181280,,0.016567,,,,,,,,
WIF/USDC:USDC,OPEN,,-2067,,1.496332,,,,,,,,
WLD/USDC:USDC,OPEN,,-2123.9,,1.4134,,,,,,,,
WIF/USDC:USDC,OPEN,,2067,,1.5068,,,,,,,,
SUI/USDC:USDC,OPEN,,-3821.3,,0.78414,,,,,,,,,
BCH/USDC:USDC,OPEN,,-9.703,,309.19,,,,,,,,
ETH/USDC:USDC,OPEN,,-1.2519,,2388.5,,,,,,,,,
ADA/USDC:USDC,OPEN,,-9517,,0.31441,,,,,,,,
DOT/USDC:USDC,OPEN,,-746.5,,3.99438,,,,,,,,
BTC/USDC:USDC,OPEN,,0.10384,,57757.6,,,,,,,,
NEAR/USDC:USDC,OPEN,,-819.4,,3.65646,,,,,,,,
MATIC/USDC:USDC,OPEN,,-7686.4,,0.39013,,,,,,,,
SUI/USDC:USDC,OPEN,,3757,,0.79898,,,,,,,,
ETH/USDC:USDC,OPEN,,-1.2677,,2365.78,,,,,,,,
WIF/USDC:USDC,OPEN,,1979,,1.519735,,,,,,,,
SUI/USDC:USDC,OPEN,,-3823.3,,0.78554,,,,,,,,
WIF/USDC:USDC,OPEN,,1951,,1.537784,,,,,,,,
WIF/USDC:USDC,OPEN,,1966,,1.528439,,,,,,,,
SUI/USDC:USDC,OPEN,,-3815.2,,0.7848,,,,,,,,
MATIC/USDC:USDC,OPEN,,-8012.8,,0.37375,,,,,,,,,
LINK/USDC:USDC,OPEN,,-293.8,,10.21626,,,,,,,,
WLD/USDC:USDC,OPEN,,-2195.4,,1.36654,,,,,,,,
kBONK/USDC:USDC,OPEN,,-183655,,0.016327,,,,,,,,,
WIF/USDC:USDC,OPEN,,-2025,,1.481084,,,,,,,,
AVAX/USDC:USDC,OPEN,,-140.25,,21.399,,,,,,,,,
kPEPE/USDC:USDC,OPEN,,-426809,,0.007038,,,,,,,,,
kSHIB/USDC:USDC,OPEN,,-229956,,0.013058,,,,,,,,,
RUNE/USDC:USDC,OPEN,,-812.1,,3.6903,,,,,,,,,
TIA/USDC:USDC,OPEN,,-729,,4.1285,,,,,,,,,
FIL/USDC:USDC,OPEN,,-901.7,,3.32614,,,,,,,,
BCH/USDC:USDC,OPEN,,-9.672,,310.69,,,,,,,,
SOL/USDC:USDC,OPEN,,-23.33,,128.6,,,,,,,,,
SEI/USDC:USDC,OPEN,,-11459,,0.26182,,,,,,,,
ADA/USDC:USDC,OPEN,,-9475,,0.317928,,,,,,,,
SOL/USDC:USDC,OPEN,,-23.36,,128.39,,,,,,,,,
AVAX/USDC:USDC,OPEN,,-140.16,,21.406,,,,,,,,
LINK/USDC:USDC,OPEN,,-297.9,,10.06601,,,,,,,,,
kBONK/USDC:USDC,OPEN,,-184900,,0.016235,,,,,,,,
WIF/USDC:USDC,OPEN,,1985,,1.5003,,,,,,,,
SUI/USDC:USDC,OPEN,,3707.1,,0.80928,,,,,,,,
TIA/USDC:USDC,OPEN,,-734.2,,4.1889,,,,,,,,
SUI/USDC:USDC,OPEN,,3706.7,,0.80986,,,,,,,,
SOL/USDC:USDC,OPEN,,22.59,,132.92,,,,,,,,
WIF/USDC:USDC,OPEN,,1903,,1.574648,,,,,,,,
kSHIB/USDC:USDC,OPEN,,222387,,0.013492,,,,,,,,
FIL/USDC:USDC,OPEN,,867.8,,3.45902,,,,,,,,
SEI/USDC:USDC,OPEN,,10874,,0.27643,,,,,,,,
BCH/USDC:USDC,OPEN,,9.443,,318,,,,,,,,
kPEPE/USDC:USDC,OPEN,,1620,,0.00746,,,,,,,,,
kBONK/USDC:USDC,OPEN,,174277,,0.017231,,,,,,,,
kPEPE/USDC:USDC,OPEN,,402571,,0.00746,,,,,,,,
ARB/USDC:USDC,OPEN,,5890.4,,0.50949,,,,,,,,
ADA/USDC:USDC,OPEN,,-9339,,0.321068,,,,,,,,
TIA/USDC:USDC,OPEN,,-718.6,,4.1864,,,,,,,,
FIL/USDC:USDC,OPEN,,-884.7,,3.3812,,,,,,,,
RUNE/USDC:USDC,OPEN,,-812.8,,3.68794,,,,,,,,
LINK/USDC:USDC,OPEN,,-291.4,,10.302,,,,,,,,
MATIC/USDC:USDC,OPEN,,-7880.2,,0.38066,,,,,,,,
SOL/USDC:USDC,OPEN,,22.3,,134.53,,,,,,,,
NEAR/USDC:USDC,OPEN,,765.5,,3.9163,,,,,,,,,
WIF/USDC:USDC,OPEN,,1831,,1.639566,,,,,,,,
MATIC/USDC:USDC,OPEN,,-7857.5,,0.38163,,,,,,,,
TIA/USDC:USDC,OPEN,,-722.2,,4.1605,,,,,,,,
ARB/USDC:USDC,OPEN,,-6032.6,,0.49647,,,,,,,,
DOT/USDC:USDC,OPEN,,-729.7,,4.1102,,,,,,,,,
WIF/USDC:USDC,OPEN,,1831,,1.637197,,,,,,,,
SEI/USDC:USDC,OPEN,,10881,,0.27526,,,,,,,,
TIA/USDC:USDC,OPEN,,-727.3,,4.1379,,,,,,,,
FIL/USDC:USDC,OPEN,,-884.4,,3.388,,,,,,,,
kBONK/USDC:USDC,OPEN,,175871,,0.017074,,,,,,,,
ARB/USDC:USDC,OPEN,,-6004.8,,0.498,,,,,,,,
BCH/USDC:USDC,OPEN,,-9.568,,313.587,,,,,,,,
RUNE/USDC:USDC,OPEN,,-812.1,,3.68937,,,,,,,,
TIA/USDC:USDC,OPEN,,-727.1,,4.1126,,,,,,,,
LINK/USDC:USDC,OPEN,,-291.6,,10.283,,,,,,,,
kPEPE/USDC:USDC,OPEN,,-415236,,0.007221,,,,,,,,,
kBONK/USDC:USDC,OPEN,,-180614,,0.016641,,,,,,,,
AVAX/USDC:USDC,OPEN,,-138.02,,21.7343,,,,,,,,
NEAR/USDC:USDC,OPEN,,-782.1,,3.8261,,,,,,,,
SEI/USDC:USDC,OPEN,,-11190,,0.267293,,,,,,,,
FIL/USDC:USDC,OPEN,,-895,,3.3551,,,,,,,,
MATIC/USDC:USDC,OPEN,,-7968.1,,0.37654,,,,,,,,
SOL/USDC:USDC,OPEN,,-22.81,,131.39,,,,,,,,
ARB/USDC:USDC,OPEN,,-6044.7,,0.49702,,,,,,,,
FIL/USDC:USDC,OPEN,,-894.5,,3.344,,,,,,,,
SUI/USDC:USDC,OPEN,,3672.7,,0.81637,,,,,,,,
TIA/USDC:USDC,OPEN,,-740.6,,4.07266,,,,,,,,
AVAX/USDC:USDC,OPEN,,-137.91,,21.752,,,,,,,,,
LINK/USDC:USDC,OPEN,,-293.8,,10.211,,,,,,,,
SEI/USDC:USDC,OPEN,,-11169,,0.26787,,,,,,,,
SOL/USDC:USDC,OPEN,,-22.83,,131.29,,,,,,,,,
ADA/USDC:USDC,OPEN,,-9339,,0.320942,,,,,,,,
LINK/USDC:USDC,OPEN,,-253.6,,10.211,,,,,,,,
SUI/USDC:USDC,OPEN,,3604,,0.8339,,,,,,,,
WIF/USDC:USDC,OPEN,,1872,,1.6046,,,,,,,,
SOL/USDC:USDC,OPEN,,22.55,,132.97,,,,,,,,
SEI/USDC:USDC,OPEN,,10672,,0.27997,,,,,,,,
AVAX/USDC:USDC,OPEN,,-138.3,,21.683,,,,,,,,
LINK/USDC:USDC,OPEN,,-548.4,,10.19809,,,,,,,,
WIF/USDC:USDC,OPEN,,1881,,1.595489,,,,,,,,
SEI/USDC:USDC,OPEN,,10921,,0.27361,,,,,,,,
SOL/USDC:USDC,OPEN,,22.63,,132.5131,,,,,,,,
ARB/USDC:USDC,OPEN,,-6065.5,,0.49452,,,,,,,,
kBONK/USDC:USDC,OPEN,,-180191,,0.016649,,,,,,,,
MATIC/USDC:USDC,OPEN,,-8239.5,,0.36535,,,,,,,,
RUNE/USDC:USDC,OPEN,,-829.6,,3.62501,,,,,,,,
LINK/USDC:USDC,OPEN,,-295.8,,10.136,,,,,,,,,
ADA/USDC:USDC,OPEN,,9077,,0.330245,,,,,,,,
WIF/USDC:USDC,OPEN,,1874,,1.606196,,,,,,,,
SOL/USDC:USDC,OPEN,,22.41,,134.01,,,,,,,,
SEI/USDC:USDC,OPEN,,10933,,0.27446,,,,,,,,
TIA/USDC:USDC,OPEN,,-749.4,,4.0815,,,,,,,,
NEAR/USDC:USDC,OPEN,,772.2,,3.8632,,,,,,,,
LINK/USDC:USDC,OPEN,,-296.5,,10.107,,,,,,,,
kFLOKI/USDC:USDC,OPEN,,-24960,,0.12021,,,,,,,,
ADA/USDC:USDC,OPEN,,-3062,,0.32554,,,,,,,,,
kBONK/USDC:USDC,OPEN,,-61229,,0.016277,,,,,,,,
FIL/USDC:USDC,OPEN,,-297.4,,3.3294,,,,,,,,
AVAX/USDC:USDC,OPEN,,-46.75,,21.3849,,,,,,,,,
SUI/USDC:USDC,OPEN,,-1259.1,,0.79532,,,,,,,,,
RUNE/USDC:USDC,OPEN,,-280.7,,3.5615,,,,,,,,
NEAR/USDC:USDC,OPEN,,-263.6,,3.77679,,,,,,,,
MATIC/USDC:USDC,OPEN,,-2715.2,,0.36809,,,,,,,,
ADA/USDC:USDC,OPEN,,-3082,,0.32398,,,,,,,,
kBONK/USDC:USDC,OPEN,,-61565,,0.016261,,,,,,,,
AVAX/USDC:USDC,OPEN,,-47.11,,21.209,,,,,,,,,
SUI/USDC:USDC,OPEN,,-1281.4,,0.78,,,,,,,,,
BCH/USDC:USDC,OPEN,,-3.294,,303.25,,,,,,,,
FIL/USDC:USDC,OPEN,,-300.1,,3.32461,,,,,,,,
WIF/USDC:USDC,OPEN,,-663,,1.5105,,,,,,,,
ARB/USDC:USDC,OPEN,,-2013.3,,0.49765,,,,,,,,
SUI/USDC:USDC,OPEN,,1250.9,,0.80009,,,,,,,,
DOT/USDC:USDC,OPEN,,-23.8,,4.2016,,,,,,,,
DOT/USDC:USDC,OPEN,,-47.5,,4.21537,,,,,,,,
DOT/USDC:USDC,OPEN,,-70.8,,4.23815,,,,,,,,
DOT/USDC:USDC,OPEN,,-94,,4.25815,,,,,,,,
DOT/USDC:USDC,OPEN,,23.7,,4.2231,,,,,,,,
DOT/USDC:USDC,OPEN,,24.1,,4.1414,,,,,,,,
DOT/USDC:USDC,OPEN,,48.3,,4.14029,,,,,,,,
DOT/USDC:USDC,OPEN,,72.7,,4.12831,,,,,,,,
BTC/USDC:USDC,OPEN,,0.12554,,58176.2,,,,,,,,,
ETH/USDC:USDC,OPEN,,2.5173,,2459.67,,,,,,,,,
SOL/USDC:USDC,OPEN,,44.08,,136.149,,,,,,,,,
LTC/USDC:USDC,OPEN,,27.34,,61.9973,,,,,,,,,
kPEPE/USDC:USDC,OPEN,,735567,,0.007478,,,,,,,,,
LINK/USDC:USDC,OPEN,,548.3,,10.79608,,,,,,,,,
AAVE/USDC:USDC,OPEN,,0.69,,145.88,,,,,,,,,
WLD/USDC:USDC,OPEN,,3584.3,,1.47865,,,,,,,,,
TRX/USDC:USDC,OPEN,,35707,,0.153922,,,,,,,,,
kSHIB/USDC:USDC,OPEN,,407029,,0.013754,,,,,,,,,
SEI/USDC:USDC,OPEN,,360,,0.27722,,,,,,,,,
kBONK/USDC:USDC,OPEN,,402806,,0.017629,,,,,,,,,
ONDO/USDC:USDC,OPEN,,734,,0.674008,,,,,,,,
ETH/USDC:USDC,OPEN,,2.56,,2457.67,,,,,,,,
SOL/USDC:USDC,OPEN,,44.84,,136.0802,,,,,,,,,
kPEPE/USDC:USDC,OPEN,,749470,,0.007473,,,,,,,,
BTC/USDC:USDC,OPEN,,0.12728,,58165.4,,,,,,,,,
kBONK/USDC:USDC,OPEN,,408857,,0.017613,,,,,,,,
TRX/USDC:USDC,OPEN,,36360,,0.153906,,,,,,,,
LTC/USDC:USDC,OPEN,,28.95,,61.9892,,,,,,,,
kPEPE/USDC:USDC,OPEN,,763085,,0.007471,,,,,,,,
WLD/USDC:USDC,OPEN,,3655.9,,1.47704,,,,,,,,
ETH/USDC:USDC,OPEN,,2.6023,,2456.13,,,,,,,,
BTC/USDC:USDC,OPEN,,0.129,,58164.9,,,,,,,,,
SOL/USDC:USDC,OPEN,,45.58,,136.061,,,,,,,,
LTC/USDC:USDC,OPEN,,1.62,,61.573,,,,,,,,
AAVE/USDC:USDC,OPEN,,0.68,,147.36,,,,,,,,
kBONK/USDC:USDC,OPEN,,414785,,0.017603,,,,,,,,
BTC/USDC:USDC,OPEN,,0.13073,,58159.7,,,,,,,,
kSHIB/USDC:USDC,OPEN,,414572,,0.013745,,,,,,,,
TRX/USDC:USDC,OPEN,,37011,,0.153898,,,,,,,,
ETH/USDC:USDC,OPEN,,2.6452,,2454.07,,,,,,,,
AAVE/USDC:USDC,OPEN,,1.36,,146.945,,,,,,,,
AAVE/USDC:USDC,OPEN,,2.05,,146.1489,,,,,,,,
TRX/USDC:USDC,OPEN,,37669,,0.153864,,,,,,,,
AAVE/USDC:USDC,OPEN,,2.75,,145.2277,,,,,,,,
TRX/USDC:USDC,OPEN,,38327,,0.153828,,,,,,,,
BTC/USDC:USDC,OPEN,,0.13246,,58156.5,,,,,,,,
WLD/USDC:USDC,OPEN,,32.6,,1.5344,,,,,,,,
TRX/USDC:USDC,OPEN,,38986,,0.153794,,,,,,,,
kSHIB/USDC:USDC,OPEN,,422016,,0.013739,,,,,,,,
LTC/USDC:USDC,OPEN,,1.6,,62.522,,,,,,,,
TRX/USDC:USDC,OPEN,,39646,,0.153756,,,,,,,,
WLD/USDC:USDC,OPEN,,65.5,,1.52676,,,,,,,,
SEI/USDC:USDC,OPEN,,335,,0.29832,,,,,,,,
kBONK/USDC:USDC,OPEN,,420722,,0.017592,,,,,,,,
kPEPE/USDC:USDC,OPEN,,776687,,0.007469,,,,,,,,
SOL/USDC:USDC,OPEN,,46.32,,136.0366,,,,,,,,
TRX/USDC:USDC,OPEN,,40307,,0.153716,,,,,,,,
BTC/USDC:USDC,OPEN,,0.13419,,58153.1,,,,,,,,
TRX/USDC:USDC,OPEN,,40968,,0.153674,,,,,,,,
AAVE/USDC:USDC,OPEN,,0.7,,142.67,,,,,,,,
WLD/USDC:USDC,OPEN,,99,,1.51452,,,,,,,,
NEAR/USDC:USDC,OPEN,,23.9,,4.1972,,,,,,,,
SUI/USDC:USDC,OPEN,,98,,1.0198,,,,,,,,
kBONK/USDC:USDC,OPEN,,426656,,0.017582,,,,,,,,
ETH/USDC:USDC,OPEN,,2.6879,,2452.26,,,,,,,,
TRX/USDC:USDC,OPEN,,41631,,0.153627,,,,,,,,
kBONK/USDC:USDC,OPEN,,432603,,0.017571,,,,,,,,
TON/USDC:USDC,OPEN,,18.2,,5.4969,,,,,,,,
SUI/USDC:USDC,OPEN,,196.8,,1.01503,,,,,,,,
NEAR/USDC:USDC,OPEN,,47.9,,4.18081,,,,,,,,
AAVE/USDC:USDC,OPEN,,1.41,,141.4614,,,,,,,,
SEI/USDC:USDC,OPEN,,675,,0.295932,,,,,,,,
kSHIB/USDC:USDC,OPEN,,429382,,0.013736,,,,,,,,
SUI/USDC:USDC,OPEN,,297.3,,1.0083,,,,,,,,
SOL/USDC:USDC,OPEN,,47.07,,135.9812,,,,,,,,
ETH/USDC:USDC,OPEN,,2.7303,,2450.77,,,,,,,,
BTC/USDC:USDC,OPEN,,0.13592,,58149.9,,,,,,,,
kBONK/USDC:USDC,OPEN,,438519,,0.017562,,,,,,,,
NEAR/USDC:USDC,OPEN,,72,,4.1709,,,,,,,,
BTC/USDC:USDC,OPEN,,0.13765,,58143.6,,,,,,,,
WLD/USDC:USDC,OPEN,,133,,1.5035,,,,,,,,
TRX/USDC:USDC,OPEN,,42304,,0.153548,,,,,,,,
kBONK/USDC:USDC,OPEN,,444178,,0.017564,,,,,,,,
kSHIB/USDC:USDC,OPEN,,7158,,0.013966,,,,,,,,
kPEPE/USDC:USDC,OPEN,,12623,,0.007929,,,,,,,,
TRX/USDC:USDC,OPEN,,42976,,0.153472,,,,,,,,
ETH/USDC:USDC,OPEN,,2.7714,,2450.44,,,,,,,,
BTC/USDC:USDC,OPEN,,0.00166,,60384,,,,,,,,,
kPEPE/USDC:USDC,OPEN,,25372,,0.007888,,,,,,,,
kBONK/USDC:USDC,OPEN,,449884,,0.017564,,,,,,,,
TRX/USDC:USDC,OPEN,,43650,,0.153393,,,,,,,,
TRX/USDC:USDC,OPEN,,44326,,0.153309,,,,,,,,
ETH/USDC:USDC,OPEN,,2.8126,,2450.04,,,,,,,,
BTC/USDC:USDC,OPEN,,0.00331,,60401.4,,,,,,,,
BTC/USDC:USDC,OPEN,,0.00497,,60363.8,,,,,,,,
AAVE/USDC:USDC,OPEN,,2.12,,141.3504,,,,,,,,
BTC/USDC:USDC,OPEN,,0.00663,,60293,,,,,,,,
ETH/USDC:USDC,OPEN,,2.8539,,2449.62,,,,,,,,
BTC/USDC:USDC,OPEN,,0.0083,,60226.6,,,,,,,,,
kSHIB/USDC:USDC,OPEN,,14374,,0.013911,,,,,,,,
LINK/USDC:USDC,OPEN,,8.8,,11.352,,,,,,,,
ONDO/USDC:USDC,OPEN,,889,,0.668167,,,,,,,,
ONDO/USDC:USDC,OPEN,,1044,,0.664251,,,,,,,,
TRX/USDC:USDC,OPEN,,45003,,0.153224,,,,,,,,
BTC/USDC:USDC,OPEN,,0.00997,,60187.1,,,,,,,,
SEI/USDC:USDC,OPEN,,335,,0.29847,,,,,,,,
kBONK/USDC:USDC,OPEN,,455693,,0.017559,,,,,,,,
TRX/USDC:USDC,OPEN,,45679,,0.153144,,,,,,,,
SUI/USDC:USDC,OPEN,,98.4,,1.0168,,,,,,,,
kBONK/USDC:USDC,OPEN,,461520,,0.017554,,,,,,,,
kPEPE/USDC:USDC,OPEN,,38302,,0.007837,,,,,,,,,
kSHIB/USDC:USDC,OPEN,,21700,,0.013819,,,,,,,,
LINK/USDC:USDC,OPEN,,17.7,,11.30724,,,,,,,,
TRX/USDC:USDC,OPEN,,46357,,0.153062,,,,,,,,
TRX/USDC:USDC,OPEN,,47035,,0.15298,,,,,,,,
TRX/USDC:USDC,OPEN,,47715,,0.152897,,,,,,,,
kPEPE/USDC:USDC,OPEN,,51339,,0.007796,,,,,,,,
BNB/USDC:USDC,OPEN,,0.18,,549.89,,,,,,,,,
ARB/USDC:USDC,OPEN,,189.4,,0.52855,,,,,,,,
LTC/USDC:USDC,OPEN,,1.51,,66.088,,,,,,,,
LTC/USDC:USDC,OPEN,,3.02,,66.008,,,,,,,,
LTC/USDC:USDC,OPEN,,4.54,,65.8687,,,,,,,,
kPEPE/USDC:USDC,OPEN,,64250,,0.007786,,,,,,,,
ETH/USDC:USDC,OPEN,,2.8952,,2449.22,,,,,,,,
LTC/USDC:USDC,OPEN,,6.05,,65.879,,,,,,,,
AAVE/USDC:USDC,OPEN,,-3.01,,145.75,,,,,,,,
LTC/USDC:USDC,OPEN,,7.57,,65.8507,,,,,,,,
kPEPE/USDC:USDC,OPEN,,77145,,0.007782,,,,,,,,
LTC/USDC:USDC,OPEN,,9.09,,65.8129,,,,,,,,,
kBONK/USDC:USDC,OPEN,,467295,,0.017551,,,,,,,,
LTC/USDC:USDC,OPEN,,10.61,,65.7836,,,,,,,,
LTC/USDC:USDC,OPEN,,12.14,,65.7269,,,,,,,,,
kBONK/USDC:USDC,OPEN,,473104,,0.017547,,,,,,,,
kSHIB/USDC:USDC,OPEN,,28973,,0.013801,,,,,,,,
LTC/USDC:USDC,OPEN,,13.67,,65.6772,,,,,,,,
ETH/USDC:USDC,OPEN,,2.9366,,2448.74,,,,,,,,
kSHIB/USDC:USDC,OPEN,,36249,,0.013788,,,,,,,,
LTC/USDC:USDC,OPEN,,15.2,,65.6373,,,,,,,,
SUI/USDC:USDC,OPEN,,92.9,,1.0755,,,,,,,,
LINK/USDC:USDC,OPEN,,26.6,,11.29545,,,,,,,,
LTC/USDC:USDC,OPEN,,16.73,,65.5857,,,,,,,,
SUI/USDC:USDC,OPEN,,186.8,,1.07002,,,,,,,,
RUNE/USDC:USDC,OPEN,,24.9,,4.0093,,,,,,,,
LTC/USDC:USDC,OPEN,,18.27,,65.5285,,,,,,,,
ETH/USDC:USDC,OPEN,,2.978,,2448.26,,,,,,,,
TRX/USDC:USDC,OPEN,,48395,,0.152815,,,,,,,,
LTC/USDC:USDC,OPEN,,19.81,,65.4719,,,,,,,,
LTC/USDC:USDC,OPEN,,21.35,,65.4157,,,,,,,,
RUNE/USDC:USDC,OPEN,,-25,,4.0676,,,,,,,,
ETH/USDC:USDC,OPEN,,3.0195,,2447.71,,,,,,,,
BTC/USDC:USDC,OPEN,,0.01164,,60150.5,,,,,,,,
kPEPE/USDC:USDC,OPEN,,90186,,0.007767,,,,,,,,
kSHIB/USDC:USDC,OPEN,,43546,,0.013774,,,,,,,,
LINK/USDC:USDC,OPEN,,35.5,,11.26876,,,,,,,,
TON/USDC:USDC,OPEN,,17.8,,5.6111,,,,,,,,
kPEPE/USDC:USDC,OPEN,,103295,,0.007749,,,,,,,,
SOL/USDC:USDC,OPEN,,0.74,,135.65,,,,,,,,
TRX/USDC:USDC,OPEN,,49075,,0.152733,,,,,,,,
kBONK/USDC:USDC,OPEN,,478971,,0.017541,,,,,,,,
kPEPE/USDC:USDC,OPEN,,116414,,0.007735,,,,,,,,
kSHIB/USDC:USDC,OPEN,,50842,,0.013766,,,,,,,,
