market,status,side,size,maxSize,entryPrice,exitPrice,createdAt,createdAtHeight,closedAt,sumOpen,sumClose,netFunding,subaccountNumber
DOGE-USD,OPEN,LONG,43400,43400,0.10159917050691244239,,2024-08-24T18:08:03.875Z,23593240,,43400,0,-0.125765,0
AVAX-USD,OPEN,LONG,183.6,183.6,23.69850762527233115468,,2024-08-25T23:53:35.013Z,23691727,,183.6,0,0.548224,0,
XRP-USD,OPEN,LONG,5940,5940,0.56911212121212121212,,2024-08-25T01:43:05.841Z,23617924,,5940,0,-0.048727,0,
ATOM-USD,OPEN,LONG,848,848,4.70240212264150943396,,2024-08-24T21:11:07.203Z,23603237,,848,0,1.253196,0,
BCH-USD,OPEN,LONG,12.81,12.81,331.16869633099141295863,,2024-08-24T18:10:10.421Z,23593355,,12.81,0,2.499094,0,
FIL-USD,OPEN,LONG,979,979,3.71388457609805924414,,2024-08-24T12:59:16.751Z,23576169,,979,0,0.223376,0,
DYDX-USD,OPEN,LONG,8873,8873,1.1362261918178744506,,2024-06-07T06:57:45.111Z,17606805,,8873,0,-15.717608,0
ATOM-USD,OPEN,LONG,872,872,4.68766628440366972477,,2024-08-24T21:11:07.203Z,23603237,,872,0,1.253196,0
NEAR-USD,OPEN,LONG,896,896,4.15497767857142857142,,2024-08-27T21:02:30.643Z,23844081,,896,0,0.136783,0,
AVAX-USD,OPEN,LONG,183.6,183.6,23.69850762527233115468,,2024-08-25T23:53:35.013Z,23691727,,183.6,0,0.55006,0,
ATOM-USD,OPEN,LONG,872,872,4.68766628440366972477,,2024-08-24T21:11:07.203Z,23603237,,872,0,1.254068,0,
BCH-USD,OPEN,LONG,12.81,12.81,331.16869633099141295863,,2024-08-24T18:10:10.421Z,23593355,,12.81,0,2.500375,0,
FIL-USD,OPEN,LONG,979,979,3.71388457609805924414,,2024-08-24T12:59:16.751Z,23576169,,979,0,0.22925,0
NEAR-USD,OPEN,LONG,896,896,4.15497767857142857142,,2024-08-27T21:02:30.643Z,23844081,,896,0,0.140367,0,
AVAX-USD,OPEN,LONG,183.6,183.6,23.69850762527233115468,,2024-08-25T23:53:35.013Z,23691727,,183.6,0,0.56842,0,
ATOM-USD,OPEN,LONG,872,872,4.68766628440366972477,,2024-08-24T21:11:07.203Z,23603237,,872,0,1.274124,0,
BCH-USD,OPEN,LONG,12.81,12.81,331.16869633099141295863,,2024-08-24T18:10:10.421Z,23593355,,12.81,0,2.501656,0,
FIL-USD,OPEN,LONG,979,979,3.71388457609805924414,,2024-08-24T12:59:16.751Z,23576169,,979,0,0.237082,0,
DYDX-USD,OPEN,LONG,8873,8873,1.1362261918178744506,,2024-06-07T06:57:45.111Z,17606805,,8873,0,-15.726481,0
NEAR-USD,OPEN,LONG,896,896,4.15497767857142857142,,2024-08-27T21:02:30.643Z,23844081,,896,0,0.148431,0,
AVAX-USD,OPEN,LONG,183.6,183.6,23.69850762527233115468,,2024-08-25T23:53:35.013Z,23691727,,183.6,0,0.606976,0,
XRP-USD,OPEN,LONG,5940,5940,0.56911212121212121212,,2024-08-25T01:43:05.841Z,23617924,,5940,0,-0.051697,0,
ATOM-USD,OPEN,LONG,872,872,4.68766628440366972477,,2024-08-24T21:11:07.203Z,23603237,,872,0,1.301156,0,
BCH-USD,OPEN,LONG,12.81,12.81,331.16869633099141295863,,2024-08-24T18:10:10.421Z,23593355,,12.81,0,2.518309,0,
FIL-USD,OPEN,LONG,979,979,3.71388457609805924414,,2024-08-24T12:59:16.751Z,23576169,,979,0,0.247851,0,
ADA-USD,OPEN,LONG,10850,10850,0.35341373271889400921,,2024-08-24T01:42:04.320Z,23538689,,10850,0,0.004412,0,
DYDX-USD,OPEN,LONG,8873,8873,1.1362261918178744506,,2024-06-07T06:57:45.111Z,17606805,,8873,0,-15.7531,0
XRP-USD,OPEN,LONG,6110,6110,0.56895319148936170213,,2024-08-25T01:43:05.841Z,23617924,,6110,0,-0.051697,0
AVAX-USD,OPEN,LONG,183.6,183.6,23.69850762527233115468,,2024-08-25T23:53:35.013Z,23691727,,183.6,0,0.658384,0,
ATOM-USD,OPEN,LONG,872,872,4.68766628440366972477,,2024-08-24T21:11:07.203Z,23603237,,872,0,1.302028,0,
BCH-USD,OPEN,LONG,12.81,12.81,331.16869633099141295863,,2024-08-24T18:10:10.421Z,23593355,,12.81,0,2.537524,0,
FIL-USD,OPEN,LONG,979,979,3.71388457609805924414,,2024-08-24T12:59:16.751Z,23576169,,979,0,0.270368,0,
ADA-USD,OPEN,LONG,10850,10850,0.35341373271889400921,,2024-08-24T01:42:04.320Z,23538689,,10850,0,0.005497,0
ATOM-USD,OPEN,LONG,896,896,4.67291629464285714286,,2024-08-24T21:11:07.203Z,23603237,,896,0,1.302028,0
AVAX-USD,OPEN,LONG,188.2,188.2,23.64330499468650371944,,2024-08-25T23:53:35.013Z,23691727,,188.2,0,0.658384,0
ADA-USD,OPEN,LONG,11160,11160,0.35248835125448028673,,2024-08-24T01:42:04.320Z,23538689,,11160,0,0.005497,0
DOGE-USD,OPEN,LONG,44400,44400,0.10150009009009009008,,2024-08-24T18:08:03.875Z,23593240,,44400,0,-0.125765,0
NEAR-USD,OPEN,LONG,922,922,4.14372668112798264641,,2024-08-27T21:02:30.643Z,23844081,,922,0,0.148431,0
FIL-USD,OPEN,LONG,1008,1008,3.70390476190476190477,,2024-08-24T12:59:16.751Z,23576169,,1008,0,0.270368,0
XRP-USD,OPEN,LONG,6280,6280,0.56875955414012738854,,2024-08-25T01:43:05.841Z,23617924,,6280,0,-0.051697,0
XRP-USD,OPEN,LONG,6450,6450,0.56853658914728682171,,2024-08-25T01:43:05.841Z,23617924,,6450,0,-0.051697,0
XRP-USD,OPEN,LONG,6620,6620,0.56831737160120845922,,2024-08-25T01:43:05.841Z,23617924,,6620,0,-0.051697,0
NEAR-USD,OPEN,LONG,948,948,4.13227004219409282699,,2024-08-27T21:02:30.643Z,23844081,,948,0,0.148431,0
ATOM-USD,OPEN,LONG,920,920,4.65810108695652173913,,2024-08-24T21:11:07.203Z,23603237,,920,0,1.302028,0
NEAR-USD,OPEN,LONG,948,948,4.13227004219409282699,,2024-08-27T21:02:30.643Z,23844081,,948,0,0.150327,0,
AVAX-USD,OPEN,LONG,188.2,188.2,23.64330499468650371944,,2024-08-25T23:53:35.013Z,23691727,,188.2,0,0.696024,0,
XRP-USD,OPEN,LONG,6790,6790,0.56803151693667157585,,2024-08-25T01:43:05.841Z,23617924,,6790,0,-0.051697,0,
ATOM-USD,OPEN,LONG,920,920,4.65810108695652173913,,2024-08-24T21:11:07.203Z,23603237,,920,0,1.303868,0,
BCH-USD,OPEN,LONG,13.13,13.13,330.6235338918507235339,,2024-08-24T18:10:10.421Z,23593355,,13.13,0,2.551615,0,
FIL-USD,OPEN,LONG,1008,1008,3.70390476190476190477,,2024-08-24T12:59:16.751Z,23576169,,1008,0,0.281456,0,
ADA-USD,OPEN,LONG,11160,11160,0.35248835125448028673,,2024-08-24T01:42:04.320Z,23538689,,11160,0,0.006613,0,
DYDX-USD,OPEN,LONG,8873,8873,1.1362261918178744506,,2024-06-07T06:57:45.111Z,17606805,,8873,0,-15.735354,0
ADA-USD,OPEN,LONG,11470,11470,0.35156434176111595466,,2024-08-24T01:42:04.320Z,23538689,,11470,0,0.006613,0
AVAX-USD,OPEN,LONG,188.2,188.2,23.64330499468650371944,,2024-08-25T23:53:35.013Z,23691727,,188.2,0,0.709198,0,
ATOM-USD,OPEN,LONG,920,920,4.65810108695652173913,,2024-08-24T21:11:07.203Z,23603237,,920,0,1.304788,0,
BCH-USD,OPEN,LONG,13.13,13.13,330.6235338918507235339,,2024-08-24T18:10:10.421Z,23593355,,13.13,0,2.552928,0,
FIL-USD,OPEN,LONG,1008,1008,3.70390476190476190477,,2024-08-24T12:59:16.751Z,23576169,,1008,0,0.288512,0,
DYDX-USD,OPEN,LONG,8873,8873,1.1362261918178744506,,2024-06-07T06:57:45.111Z,17606805,,8873,0,-15.690989,0
NEAR-USD,OPEN,LONG,975,975,4.11741948717948717947,,2024-08-27T21:02:30.643Z,23844081,,975,0,0.150327,0,
XRP-USD,OPEN,LONG,6970,6970,0.5672921090387374462,,2024-08-25T01:43:05.841Z,23617924,,6970,0,-0.051697,0,
ATOM-USD,OPEN,LONG,945,945,4.63920952380952380952,,2024-08-24T21:11:07.203Z,23603237,,945,0,1.304788,0,
BCH-USD,OPEN,LONG,13.46,13.46,329.84576523031203566123,,2024-08-24T18:10:10.421Z,23593355,,13.46,0,2.552928,0,
DOGE-USD,OPEN,LONG,45400,45400,0.10131352422907488986,,2024-08-24T18:08:03.875Z,23593240,,45400,0,-0.125765,0,
FIL-USD,OPEN,LONG,1039,1039,3.68913859480269489895,,2024-08-24T12:59:16.751Z,23576169,,1039,0,0.288512,0,
DOT-USD,OPEN,LONG,2278,2278,4.9263823529411764706,,2024-07-22T01:28:19.683Z,20898387,,2278,0,33.070308,0,
DYDX-USD,OPEN,LONG,8993,8993,1.13213999777604803738,,2024-06-07T06:57:45.111Z,17606805,,8993,0,-15.690989,0
AVAX-USD,OPEN,LONG,193,193,23.57060103626943005181,,2024-08-25T23:53:35.013Z,23691727,,193,0,0.709198,0
AVAX-USD,OPEN,LONG,193,193,23.57060103626943005181,,2024-08-25T23:53:35.013Z,23691727,,193,0,0.714988,0,
BCH-USD,OPEN,LONG,13.46,13.46,329.84576523031203566123,,2024-08-24T18:10:10.421Z,23593355,,13.46,0,2.554274,0,
FIL-USD,OPEN,LONG,1039,1039,3.68913859480269489895,,2024-08-24T12:59:16.751Z,23576169,,1039,0,0.29059,0
AVAX-USD,OPEN,LONG,193,193,23.57060103626943005181,,2024-08-25T23:53:35.013Z,23691727,,193,0,0.742008,0,
ATOM-USD,OPEN,LONG,945,945,4.63920952380952380952,,2024-08-24T21:11:07.203Z,23603237,,945,0,1.314238,0,
BCH-USD,OPEN,LONG,13.46,13.46,329.84576523031203566123,,2024-08-24T18:10:10.421Z,23593355,,13.46,0,2.571772,0,
FIL-USD,OPEN,LONG,1039,1039,3.68913859480269489895,,2024-08-24T12:59:16.751Z,23576169,,1039,0,0.313448,0
AVAX-USD,OPEN,LONG,193,193,23.57060103626943005181,,2024-08-25T23:53:35.013Z,23691727,,193,0,0.772888,0,
ATOM-USD,OPEN,LONG,945,945,4.63920952380952380952,,2024-08-24T21:11:07.203Z,23603237,,945,0,1.327468,0,
BCH-USD,OPEN,LONG,13.46,13.46,329.84576523031203566123,,2024-08-24T18:10:10.421Z,23593355,,13.46,0,2.598692,0,
FIL-USD,OPEN,LONG,1039,1039,3.68913859480269489895,,2024-08-24T12:59:16.751Z,23576169,,1039,0,0.320721,0,
DYDX-USD,OPEN,LONG,8993,8993,1.13213999777604803738,,2024-06-07T06:57:45.111Z,17606805,,8993,0,-15.708975,0
AVAX-USD,OPEN,LONG,193,193,23.57060103626943005181,,2024-08-25T23:53:35.013Z,23691727,,193,0,0.824998,0,
ATOM-USD,OPEN,LONG,945,945,4.63920952380952380952,,2024-08-24T21:11:07.203Z,23603237,,945,0,1.337863,0,
BCH-USD,OPEN,LONG,13.46,13.46,329.84576523031203566123,,2024-08-24T18:10:10.421Z,23593355,,13.46,0,2.639072,0,
ADA-USD,OPEN,LONG,11470,11470,0.35156434176111595466,,2024-08-24T01:42:04.320Z,23538689,,11470,0,0.00776,0,
DYDX-USD,OPEN,LONG,8993,8993,1.13213999777604803738,,2024-06-07T06:57:45.111Z,17606805,,8993,0,-15.717968,0
NEAR-USD,OPEN,LONG,1002,1002,4.10563273453093812374,,2024-08-27T21:02:30.643Z,23844081,,1002,0,0.150327,0
NEAR-USD,OPEN,LONG,1029,1029,4.09412342079689018463,,2024-08-27T21:02:30.643Z,23844081,,1029,0,0.150327,0
AVAX-USD,OPEN,LONG,193,193,23.57060103626943005181,,2024-08-25T23:53:35.013Z,23691727,,193,0,0.871318,0,
ATOM-USD,OPEN,LONG,945,945,4.63920952380952380952,,2024-08-24T21:11:07.203Z,23603237,,945,0,1.369048,0,
BCH-USD,OPEN,LONG,13.46,13.46,329.84576523031203566123,,2024-08-24T18:10:10.421Z,23593355,,13.46,0,2.71041,0,
FIL-USD,OPEN,LONG,1039,1039,3.68913859480269489895,,2024-08-24T12:59:16.751Z,23576169,,1039,0,0.323838,0,
ADA-USD,OPEN,LONG,11470,11470,0.35156434176111595466,,2024-08-24T01:42:04.320Z,23538689,,11470,0,0.008907,0
AVAX-USD,OPEN,LONG,193,193,23.57060103626943005181,,2024-08-25T23:53:35.013Z,23691727,,193,0,0.877108,0,
ATOM-USD,OPEN,LONG,945,945,4.63920952380952380952,,2024-08-24T21:11:07.203Z,23603237,,945,0,1.381333,0,
BCH-USD,OPEN,LONG,13.46,13.46,329.84576523031203566123,,2024-08-24T18:10:10.421Z,23593355,,13.46,0,2.741368,0,
DOT-USD,OPEN,LONG,2278,2278,4.9263823529411764706,,2024-07-22T01:28:19.683Z,20898387,,2278,0,33.09081,0,
DYDX-USD,OPEN,LONG,8993,8993,1.13213999777604803738,,2024-06-07T06:57:45.111Z,17606805,,8993,0,-15.735954,0
AVAX-USD,OPEN,LONG,193,193,23.57060103626943005181,,2024-08-25T23:53:35.013Z,23691727,,193,0,0.892548,0,
ATOM-USD,OPEN,LONG,945,945,4.63920952380952380952,,2024-08-24T21:11:07.203Z,23603237,,945,0,1.393618,0,
BCH-USD,OPEN,LONG,13.46,13.46,329.84576523031203566123,,2024-08-24T18:10:10.421Z,23593355,,13.46,0,2.766942,0,
FIL-USD,OPEN,LONG,1039,1039,3.68913859480269489895,,2024-08-24T12:59:16.751Z,23576169,,1039,0,0.324877,0,
DOT-USD,OPEN,LONG,2278,2278,4.9263823529411764706,,2024-07-22T01:28:19.683Z,20898387,,2278,0,33.097644,0,
DYDX-USD,OPEN,LONG,8993,8993,1.13213999777604803738,,2024-06-07T06:57:45.111Z,17606805,,8993,0,-15.75394,0
OP-USD,OPEN,LONG,72,72,1.389,,2024-09-03T13:44:04.628Z,24394100,,72,0,0.000072,0,
AVAX-USD,OPEN,LONG,193,193,23.57060103626943005181,,2024-08-25T23:53:35.013Z,23691727,,193,0,0.909918,0,
ATOM-USD,OPEN,LONG,945,945,4.63920952380952380952,,2024-08-24T21:11:07.203Z,23603237,,945,0,1.404013,0,
BCH-USD,OPEN,LONG,13.46,13.46,329.84576523031203566123,,2024-08-24T18:10:10.421Z,23593355,,13.46,0,2.810014,0,
FIL-USD,OPEN,LONG,1039,1039,3.68913859480269489895,,2024-08-24T12:59:16.751Z,23576169,,1039,0,0.325916,0,
DOT-USD,OPEN,LONG,2278,2278,4.9263823529411764706,,2024-07-22T01:28:19.683Z,20898387,,2278,0,33.1022,0
AVAX-USD,OPEN,LONG,193,193,23.57060103626943005181,,2024-08-25T23:53:35.013Z,23691727,,193,0,0.919568,0,
ATOM-USD,OPEN,LONG,945,945,4.63920952380952380952,,2024-08-24T21:11:07.203Z,23603237,,945,0,1.427638,0,
BCH-USD,OPEN,LONG,13.46,13.46,329.84576523031203566123,,2024-08-24T18:10:10.421Z,23593355,,13.46,0,2.910964,0,
FIL-USD,OPEN,LONG,1039,1039,3.68913859480269489895,,2024-08-24T12:59:16.751Z,23576169,,1039,0,0.330072,0,
DOT-USD,OPEN,LONG,2278,2278,4.9263823529411764706,,2024-07-22T01:28:19.683Z,20898387,,2278,0,33.111312,0
XRP-USD,OPEN,LONG,7150,7150,0.56693482517482517483,,2024-08-25T01:43:05.841Z,23617924,,7150,0,-0.051697,0
XRP-USD,OPEN,LONG,7330,7330,0.56657298772169167804,,2024-08-25T01:43:05.841Z,23617924,,7330,0,-0.051697,0
DYDX-USD,OPEN,LONG,9112,9112,1.12831167690956979809,,2024-06-07T06:57:45.111Z,17606805,,9112,0,-15.75394,0
XRP-USD,OPEN,LONG,7510,7510,0.56616138482023968043,,2024-08-25T01:43:05.841Z,23617924,,7510,0,-0.051697,0
AVAX-USD,OPEN,LONG,193,193,23.57060103626943005181,,2024-08-25T23:53:35.013Z,23691727,,193,0,0.929218,0,
ATOM-USD,OPEN,LONG,945,945,4.63920952380952380952,,2024-08-24T21:11:07.203Z,23603237,,945,0,1.428583,0,
BCH-USD,OPEN,LONG,13.46,13.46,329.84576523031203566123,,2024-08-24T18:10:10.421Z,23593355,,13.46,0,2.936538,0,
FIL-USD,OPEN,LONG,1039,1039,3.68913859480269489895,,2024-08-24T12:59:16.751Z,23576169,,1039,0,0.331111,0,
DOT-USD,OPEN,LONG,2278,2278,4.9263823529411764706,,2024-07-22T01:28:19.683Z,20898387,,2278,0,33.11359,0
DOGE-USD,OPEN,LONG,46400,46400,0.1011830603448275862,,2024-08-24T18:08:03.875Z,23593240,,46400,0,-0.125765,0
AVAX-USD,OPEN,LONG,193,193,23.57060103626943005181,,2024-08-25T23:53:35.013Z,23691727,,193,0,0.940798,0,
ATOM-USD,OPEN,LONG,945,945,4.63920952380952380952,,2024-08-24T21:11:07.203Z,23603237,,945,0,1.434253,0,
BCH-USD,OPEN,LONG,13.46,13.46,329.84576523031203566123,,2024-08-24T18:10:10.421Z,23593355,,13.46,0,2.971534,0,
FIL-USD,OPEN,LONG,1039,1039,3.68913859480269489895,,2024-08-24T12:59:16.751Z,23576169,,1039,0,0.335267,0,
DOT-USD,OPEN,LONG,2278,2278,4.9263823529411764706,,2024-07-22T01:28:19.683Z,20898387,,2278,0,33.115868,0
AVAX-USD,OPEN,LONG,193,193,23.57060103626943005181,,2024-08-25T23:53:35.013Z,23691727,,193,0,0.948518,0,
ATOM-USD,OPEN,LONG,945,945,4.63920952380952380952,,2024-08-24T21:11:07.203Z,23603237,,945,0,1.442758,0,
BCH-USD,OPEN,LONG,13.46,13.46,329.84576523031203566123,,2024-08-24T18:10:10.421Z,23593355,,13.46,0,3.045564,0,
FIL-USD,OPEN,LONG,1039,1039,3.68913859480269489895,,2024-08-24T12:59:16.751Z,23576169,,1039,0,0.338384,0,
DOT-USD,OPEN,LONG,2278,2278,4.9263823529411764706,,2024-07-22T01:28:19.683Z,20898387,,2278,0,33.120424,0
AVAX-USD,OPEN,LONG,193,193,23.57060103626943005181,,2024-08-25T23:53:35.013Z,23691727,,193,0,0.956238,0,
ATOM-USD,OPEN,LONG,945,945,4.63920952380952380952,,2024-08-24T21:11:07.203Z,23603237,,945,0,1.451263,0,
BCH-USD,OPEN,LONG,13.46,13.46,329.84576523031203566123,,2024-08-24T18:10:10.421Z,23593355,,13.46,0,3.081906,0,
FIL-USD,OPEN,LONG,1039,1039,3.68913859480269489895,,2024-08-24T12:59:16.751Z,23576169,,1039,0,0.339423,0,
DOT-USD,OPEN,LONG,2278,2278,4.9263823529411764706,,2024-07-22T01:28:19.683Z,20898387,,2278,0,33.12498,0,
DYDX-USD,OPEN,LONG,9112,9112,1.12831167690956979809,,2024-06-07T06:57:45.111Z,17606805,,9112,0,-15.735716,0
BCH-USD,OPEN,LONG,13.46,13.46,329.84576523031203566123,,2024-08-24T18:10:10.421Z,23593355,,13.46,0,3.085944,0
BCH-USD,OPEN,LONG,13.46,13.46,329.84576523031203566123,,2024-08-24T18:10:10.421Z,23593355,,13.46,0,3.089982,0
AVAX-USD,OPEN,LONG,193,193,23.57060103626943005181,,2024-08-25T23:53:35.013Z,23691727,,193,0,0.960098,0,
DOT-USD,OPEN,LONG,2278,2278,4.9263823529411764706,,2024-07-22T01:28:19.683Z,20898387,,2278,0,33.127258,0
ADA-USD,OPEN,LONG,11770,11770,0.3508362786745964316,,2024-08-24T01:42:04.320Z,23538689,,11770,0,0.008907,0
BCH-USD,OPEN,LONG,13.77,13.77,329.53631082062454611475,,2024-08-24T18:10:10.421Z,23593355,,13.77,0,3.089982,0
BCH-USD,OPEN,LONG,14.08,14.08,329.20525568181818181819,,2024-08-24T18:10:10.421Z,23593355,,14.08,0,3.089982,0
OP-USD,OPEN,LONG,72,72,1.389,,2024-09-03T13:44:04.628Z,24394100,,72,0,0.000144,0,
AVAX-USD,OPEN,LONG,193,193,23.57060103626943005181,,2024-08-25T23:53:35.013Z,23691727,,193,0,0.965888,0,
ATOM-USD,OPEN,LONG,945,945,4.63920952380952380952,,2024-08-24T21:11:07.203Z,23603237,,945,0,1.466383,0,
BCH-USD,OPEN,LONG,14.08,14.08,329.20525568181818181819,,2024-08-24T18:10:10.421Z,23593355,,14.08,0,3.116734,0
NEAR-USD,OPEN,LONG,1029,1029,4.09412342079689018463,,2024-08-27T21:02:30.643Z,23844081,,1029,0,0.156501,0,
AVAX-USD,OPEN,LONG,193,193,23.57060103626943005181,,2024-08-25T23:53:35.013Z,23691727,,193,0,0.973608,0,
ATOM-USD,OPEN,LONG,945,945,4.63920952380952380952,,2024-08-24T21:11:07.203Z,23603237,,945,0,1.499458,0,
BCH-USD,OPEN,LONG,14.08,14.08,329.20525568181818181819,,2024-08-24T18:10:10.421Z,23593355,,14.08,0,3.129406,0,
FIL-USD,OPEN,LONG,1039,1039,3.68913859480269489895,,2024-08-24T12:59:16.751Z,23576169,,1039,0,0.340462,0,
DYDX-USD,OPEN,LONG,9112,9112,1.12831167690956979809,,2024-06-07T06:57:45.111Z,17606805,,9112,0,-15.744828,0
NEAR-USD,OPEN,LONG,1029,1029,4.09412342079689018463,,2024-08-27T21:02:30.643Z,23844081,,1029,0,0.161646,0,
AVAX-USD,OPEN,LONG,193,193,23.57060103626943005181,,2024-08-25T23:53:35.013Z,23691727,,193,0,0.990978,0,
ATOM-USD,OPEN,LONG,945,945,4.63920952380952380952,,2024-08-24T21:11:07.203Z,23603237,,945,0,1.577893,0,
BCH-USD,OPEN,LONG,14.08,14.08,329.20525568181818181819,,2024-08-24T18:10:10.421Z,23593355,,14.08,0,3.142078,0,
FIL-USD,OPEN,LONG,1039,1039,3.68913859480269489895,,2024-08-24T12:59:16.751Z,23576169,,1039,0,0.34254,0,
DOT-USD,OPEN,LONG,2278,2278,4.9263823529411764706,,2024-07-22T01:28:19.683Z,20898387,,2278,0,33.131814,0
NEAR-USD,OPEN,LONG,1029,1029,4.09412342079689018463,,2024-08-27T21:02:30.643Z,23844081,,1029,0,0.16782,0,
AVAX-USD,OPEN,LONG,193,193,23.57060103626943005181,,2024-08-25T23:53:35.013Z,23691727,,193,0,1.016068,0,
ATOM-USD,OPEN,LONG,945,945,4.63920952380952380952,,2024-08-24T21:11:07.203Z,23603237,,945,0,1.683733,0,
BCH-USD,OPEN,LONG,14.08,14.08,329.20525568181818181819,,2024-08-24T18:10:10.421Z,23593355,,14.08,0,3.171646,0,
FIL-USD,OPEN,LONG,1039,1039,3.68913859480269489895,,2024-08-24T12:59:16.751Z,23576169,,1039,0,0.353969,0,
DYDX-USD,OPEN,LONG,9112,9112,1.12831167690956979809,,2024-06-07T06:57:45.111Z,17606805,,9112,0,-15.772164,0
OP-USD,OPEN,LONG,72,72,1.389,,2024-09-03T13:44:04.628Z,24394100,,72,0,0.000216,0,
NEAR-USD,OPEN,LONG,1029,1029,4.09412342079689018463,,2024-08-27T21:02:30.643Z,23844081,,1029,0,0.171936,0,
AVAX-USD,OPEN,LONG,193,193,23.57060103626943005181,,2024-08-25T23:53:35.013Z,23691727,,193,0,1.056598,0,
ATOM-USD,OPEN,LONG,945,945,4.63920952380952380952,,2024-08-24T21:11:07.203Z,23603237,,945,0,1.741378,0,
BCH-USD,OPEN,LONG,14.08,14.08,329.20525568181818181819,,2024-08-24T18:10:10.421Z,23593355,,14.08,0,3.226558,0,
FIL-USD,OPEN,LONG,1039,1039,3.68913859480269489895,,2024-08-24T12:59:16.751Z,23576169,,1039,0,0.356047,0,
DOT-USD,OPEN,LONG,2278,2278,4.9263823529411764706,,2024-07-22T01:28:19.683Z,20898387,,2278,0,33.145482,0,
DYDX-USD,OPEN,LONG,9112,9112,1.12831167690956979809,,2024-06-07T06:57:45.111Z,17606805,,9112,0,-15.817724,0
NEAR-USD,OPEN,LONG,1029,1029,4.09412342079689018463,,2024-08-27T21:02:30.643Z,23844081,,1029,0,0.181197,0,
AVAX-USD,OPEN,LONG,193,193,23.57060103626943005181,,2024-08-25T23:53:35.013Z,23691727,,193,0,1.066248,0,
ATOM-USD,OPEN,LONG,945,945,4.63920952380952380952,,2024-08-24T21:11:07.203Z,23603237,,945,0,1.820758,0,
BCH-USD,OPEN,LONG,14.08,14.08,329.20525568181818181819,,2024-08-24T18:10:10.421Z,23593355,,14.08,0,3.273022,0,
FIL-USD,OPEN,LONG,1039,1039,3.68913859480269489895,,2024-08-24T12:59:16.751Z,23576169,,1039,0,0.359164,0,
DYDX-USD,OPEN,LONG,9112,9112,1.12831167690956979809,,2024-06-07T06:57:45.111Z,17606805,,9112,0,-15.808612,0
NEAR-USD,OPEN,LONG,1054,1054,4.08904459203036053129,,2024-08-27T21:02:30.643Z,23844081,,1054,0,0.181197,0
AVAX-USD,OPEN,LONG,197.5,197.5,23.53230886075949367088,,2024-08-25T23:53:35.013Z,23691727,,197.5,0,1.066248,0
OP-USD,OPEN,LONG,146,146,1.36821917808219178082,,2024-09-03T13:44:04.628Z,24394100,,146,0,0.000216,0,
XRP-USD,OPEN,LONG,7680,7680,0.56597630208333333334,,2024-08-25T01:43:05.841Z,23617924,,7680,0,-0.051697,0
FIL-USD,OPEN,LONG,1068,1068,3.68104307116104868915,,2024-08-24T12:59:16.751Z,23576169,,1068,0,0.359164,0
ADA-USD,OPEN,LONG,12070,12070,0.35014689312344656172,,2024-08-24T01:42:04.320Z,23538689,,12070,0,0.008907,0
NEAR-USD,OPEN,LONG,1054,1054,4.08904459203036053129,,2024-08-27T21:02:30.643Z,23844081,,1054,0,0.214925,0,
AVAX-USD,OPEN,LONG,197.5,197.5,23.53230886075949367088,,2024-08-25T23:53:35.013Z,23691727,,197.5,0,1.095873,0,
ATOM-USD,OPEN,LONG,945,945,4.63920952380952380952,,2024-08-24T21:11:07.203Z,23603237,,945,0,1.930378,0,
BCH-USD,OPEN,LONG,14.08,14.08,329.20525568181818181819,,2024-08-24T18:10:10.421Z,23593355,,14.08,0,3.31667,0,
FIL-USD,OPEN,LONG,1068,1068,3.68104307116104868915,,2024-08-24T12:59:16.751Z,23576169,,1068,0,0.36664,0
FIL-USD,OPEN,LONG,1097,1097,3.67326982680036463082,,2024-08-24T12:59:16.751Z,23576169,,1097,0,0.36664,0
NEAR-USD,OPEN,LONG,1054,1054,4.08904459203036053129,,2024-08-27T21:02:30.643Z,23844081,,1054,0,0.241275,0,
AVAX-USD,OPEN,LONG,197.5,197.5,23.53230886075949367088,,2024-08-25T23:53:35.013Z,23691727,,197.5,0,1.105748,0,
ATOM-USD,OPEN,LONG,945,945,4.63920952380952380952,,2024-08-24T21:11:07.203Z,23603237,,945,0,2.056063,0,
BCH-USD,OPEN,LONG,14.08,14.08,329.20525568181818181819,,2024-08-24T18:10:10.421Z,23593355,,14.08,0,3.370174,0,
FIL-USD,OPEN,LONG,1097,1097,3.67326982680036463082,,2024-08-24T12:59:16.751Z,23576169,,1097,0,0.369931,0
ATOM-USD,OPEN,LONG,969,969,4.62454179566563467492,,2024-08-24T21:11:07.203Z,23603237,,969,0,2.056063,0
DYDX-USD,OPEN,LONG,9226,9226,1.12518166052460437895,,2024-06-07T06:57:45.111Z,17606805,,9226,0,-15.808612,0
NEAR-USD,OPEN,LONG,1054,1054,4.08904459203036053129,,2024-08-27T21:02:30.643Z,23844081,,1054,0,0.253923,0,
AVAX-USD,OPEN,LONG,197.5,197.5,23.53230886075949367088,,2024-08-25T23:53:35.013Z,23691727,,197.5,0,1.113648,0,
ATOM-USD,OPEN,LONG,969,969,4.62454179566563467492,,2024-08-24T21:11:07.203Z,23603237,,969,0,2.208196,0,
BCH-USD,OPEN,LONG,14.08,14.08,329.20525568181818181819,,2024-08-24T18:10:10.421Z,23593355,,14.08,0,3.412414,0,
