market,status,side,size,maxSize,entryPrice,exitPrice,createdAt,createdAtHeight,closedAt,sumOpen,sumClose,netFunding,subaccountNumber
DOGE-USD,OPEN,LONG,49400,49400,0.1009217408906882591,,2024-08-24T18:08:03.875Z,23593240,,49400,0,-0.127247,0,
DYDX-USD,OPEN,LONG,9340,9340,1.12205481798715203428,,2024-06-07T06:57:45.111Z,17606805,,9340,0,-15.901898,0
NEAR-USD,OPEN,LONG,1158,1158,4.05902158894645941277,,2024-08-27T21:02:30.643Z,23844081,,1158,0,0.259271,0
NEAR-USD,OPEN,LONG,1184,1184,4.05131334459459459458,,2024-08-27T21:02:30.643Z,23844081,,1184,0,0.259271,0
AVAX-USD,OPEN,LONG,215.8,215.8,23.36603799814643188137,,2024-08-25T23:53:35.013Z,23691727,,215.8,0,1.702258,0,
ATOM-USD,OPEN,LONG,1117,1117,4.53789973142345568487,,2024-08-24T21:11:07.203Z,23603237,,1117,0,3.880383,0,
BCH-USD,OPEN,LONG,15.35,15.35,327.57648208469055374594,,2024-08-24T18:10:10.421Z,23593355,,15.35,0,3.673648,0,
FIL-USD,OPEN,LONG,1156,1156,3.65660640138408304499,,2024-08-24T12:59:16.751Z,23576169,,1156,0,0.417456,0,
DYDX-USD,OPEN,LONG,9340,9340,1.12205481798715203428,,2024-06-07T06:57:45.111Z,17606805,,9340,0,-15.911238,0
AVAX-USD,OPEN,LONG,220.4,220.4,23.32625680580762250454,,2024-08-25T23:53:35.013Z,23691727,,220.4,0,1.702258,0
AVAX-USD,OPEN,LONG,220.4,220.4,23.32625680580762250454,,2024-08-25T23:53:35.013Z,23691727,,220.4,0,1.71989,0,
ATOM-USD,OPEN,LONG,1117,1117,4.53789973142345568487,,2024-08-24T21:11:07.203Z,23603237,,1117,0,3.908308,0
ADA-USD,OPEN,LONG,12680,12680,0.34888982649842271293,,2024-08-24T01:42:04.320Z,23538689,,12680,0,0.008907,0
ADA-USD,OPEN,LONG,12980,12980,0.34832842835130970724,,2024-08-24T01:42:04.320Z,23538689,,12980,0,0.008907,0
AVAX-USD,OPEN,LONG,220.4,220.4,23.32625680580762250454,,2024-08-25T23:53:35.013Z,23691727,,220.4,0,1.733114,0,
ATOM-USD,OPEN,LONG,1117,1117,4.53789973142345568487,,2024-08-24T21:11:07.203Z,23603237,,1117,0,3.932882,0,
BCH-USD,OPEN,LONG,15.35,15.35,327.57648208469055374594,,2024-08-24T18:10:10.421Z,23593355,,15.35,0,3.675183,0
NEAR-USD,OPEN,LONG,1211,1211,4.04147398843930635837,,2024-08-27T21:02:30.643Z,23844081,,1211,0,0.259271,0,
ATOM-USD,OPEN,LONG,1143,1143,4.52154680664916885389,,2024-08-24T21:11:07.203Z,23603237,,1143,0,3.932882,0,
DOGE-USD,OPEN,LONG,50400,50400,0.10085007936507936507,,2024-08-24T18:08:03.875Z,23593240,,50400,0,-0.127247,0,
ADA-USD,OPEN,LONG,13290,13290,0.34765598194130925508,,2024-08-24T01:42:04.320Z,23538689,,13290,0,0.008907,0,
DOT-USD,OPEN,LONG,2303,2303,4.91596786799826313505,,2024-07-22T01:28:19.683Z,20898387,,2303,0,33.18193,0
AVAX-USD,OPEN,LONG,225,225,23.28748888888888888889,,2024-08-25T23:53:35.013Z,23691727,,225,0,1.733114,0,
XRP-USD,OPEN,LONG,8400,8400,0.56442047619047619048,,2024-08-25T01:43:05.841Z,23617924,,8400,0,-0.048409,0,
DYDX-USD,OPEN,LONG,9456,9456,1.11880329949238578682,,2024-06-07T06:57:45.111Z,17606805,,9456,0,-15.911238,0
OP-USD,OPEN,LONG,295,295,1.35116949152542372881,,2024-09-03T13:44:04.628Z,24394100,,295,0,-0.000004,0
XRP-USD,OPEN,LONG,8580,8580,0.5637738927738927739,,2024-08-25T01:43:05.841Z,23617924,,8580,0,-0.048409,0
AVAX-USD,OPEN,LONG,225,225,23.28748888888888888889,,2024-08-25T23:53:35.013Z,23691727,,225,0,1.737614,0,
ATOM-USD,OPEN,LONG,1143,1143,4.52154680664916885389,,2024-08-24T21:11:07.203Z,23603237,,1143,0,4.006034,0,
DYDX-USD,OPEN,LONG,9456,9456,1.11880329949238578682,,2024-06-07T06:57:45.111Z,17606805,,9456,0,-15.920694,0
AVAX-USD,OPEN,LONG,225,225,23.28748888888888888889,,2024-08-25T23:53:35.013Z,23691727,,225,0,1.739864,0,
ATOM-USD,OPEN,LONG,1143,1143,4.52154680664916885389,,2024-08-24T21:11:07.203Z,23603237,,1143,0,4.062041,0,
BCH-USD,OPEN,LONG,15.35,15.35,327.57648208469055374594,,2024-08-24T18:10:10.421Z,23593355,,15.35,0,3.676718,0
AVAX-USD,OPEN,LONG,225,225,23.28748888888888888889,,2024-08-25T23:53:35.013Z,23691727,,225,0,1.748864,0,
ATOM-USD,OPEN,LONG,1143,1143,4.52154680664916885389,,2024-08-24T21:11:07.203Z,23603237,,1143,0,4.131764,0,
DYDX-USD,OPEN,LONG,9456,9456,1.11880329949238578682,,2024-06-07T06:57:45.111Z,17606805,,9456,0,-15.949062,0
ATOM-USD,OPEN,LONG,1143,1143,4.52154680664916885389,,2024-08-24T21:11:07.203Z,23603237,,1143,0,4.198058,0,
BCH-USD,OPEN,LONG,15.35,15.35,327.57648208469055374594,,2024-08-24T18:10:10.421Z,23593355,,15.35,0,3.681323,0
AVAX-USD,OPEN,LONG,225,225,23.28748888888888888889,,2024-08-25T23:53:35.013Z,23691727,,225,0,1.757864,0,
ATOM-USD,OPEN,LONG,1143,1143,4.52154680664916885389,,2024-08-24T21:11:07.203Z,23603237,,1143,0,4.27121,0
DOGE-USD,OPEN,LONG,51400,51400,0.1007627237354085603,,2024-08-24T18:08:03.875Z,23593240,,51400,0,-0.127247,0
AVAX-USD,OPEN,LONG,225,225,23.28748888888888888889,,2024-08-25T23:53:35.013Z,23691727,,225,0,1.760114,0,
ATOM-USD,OPEN,LONG,1143,1143,4.52154680664916885389,,2024-08-24T21:11:07.203Z,23603237,,1143,0,4.338647,0,
BCH-USD,OPEN,LONG,15.35,15.35,327.57648208469055374594,,2024-08-24T18:10:10.421Z,23593355,,15.35,0,3.682858,0,
DYDX-USD,OPEN,LONG,9456,9456,1.11880329949238578682,,2024-06-07T06:57:45.111Z,17606805,,9456,0,-15.967974,0
DOGE-USD,OPEN,LONG,52400,52400,0.10066916030534351144,,2024-08-24T18:08:03.875Z,23593240,,52400,0,-0.127247,0
ATOM-USD,OPEN,LONG,1143,1143,4.52154680664916885389,,2024-08-24T21:11:07.203Z,23603237,,1143,0,4.401512,0
NEAR-USD,OPEN,LONG,1238,1238,4.03343780290791599353,,2024-08-27T21:02:30.643Z,23844081,,1238,0,0.259271,0
DOGE-USD,OPEN,LONG,53400,53400,0.10055681647940074905,,2024-08-24T18:08:03.875Z,23593240,,53400,0,-0.127247,0
XRP-USD,OPEN,LONG,8760,8760,0.56312922374429223745,,2024-08-25T01:43:05.841Z,23617924,,8760,0,-0.048409,0,
DOT-USD,OPEN,LONG,2328,2328,4.90587371134020618558,,2024-07-22T01:28:19.683Z,20898387,,2328,0,33.18193,0
OP-USD,OPEN,LONG,75,75,1.329,,2024-09-06T14:12:06.641Z,24629816,,75,0,0,0
DYDX-USD,OPEN,LONG,9571,9571,1.11571768885173963015,,2024-06-07T06:57:45.111Z,17606805,,9571,0,-15.967974,0
ATOM-USD,OPEN,LONG,1169,1169,4.50647733105218135158,,2024-08-24T21:11:07.203Z,23603237,,1169,0,4.401512,0,
ADA-USD,OPEN,LONG,13600,13600,0.34692529411764705882,,2024-08-24T01:42:04.320Z,23538689,,13600,0,0.008907,0
BCH-USD,OPEN,LONG,15.67,15.67,327.10319081046585832803,,2024-08-24T18:10:10.421Z,23593355,,15.67,0,3.682858,0
ATOM-USD,OPEN,LONG,1169,1169,4.50647733105218135158,,2024-08-24T21:11:07.203Z,23603237,,1169,0,4.406188,0,
DYDX-USD,OPEN,LONG,9571,9571,1.11571768885173963015,,2024-06-07T06:57:45.111Z,17606805,,9571,0,-15.958403,0
AVAX-USD,OPEN,LONG,229.7,229.7,23.24211580322159338267,,2024-08-25T23:53:35.013Z,23691727,,229.7,0,1.760114,0,
DOGE-USD,OPEN,LONG,54400,54400,0.10040926470588235293,,2024-08-24T18:08:03.875Z,23593240,,54400,0,-0.127247,0
XRP-USD,OPEN,LONG,8950,8950,0.56216692737430167598,,2024-08-25T01:43:05.841Z,23617924,,8950,0,-0.048409,0
OP-USD,OPEN,LONG,74,74,1.349,,2024-09-06T16:54:05.334Z,24638245,,74,0,0,0
ATOM-USD,OPEN,LONG,1169,1169,4.50647733105218135158,,2024-08-24T21:11:07.203Z,23603237,,1169,0,4.416709,0,
BCH-USD,OPEN,LONG,15.67,15.67,327.10319081046585832803,,2024-08-24T18:10:10.421Z,23593355,,15.67,0,3.685992,0,
DYDX-USD,OPEN,LONG,9571,9571,1.11571768885173963015,,2024-06-07T06:57:45.111Z,17606805,,9571,0,-15.939261,0
ATOM-USD,OPEN,LONG,1169,1169,4.50647733105218135158,,2024-08-24T21:11:07.203Z,23603237,,1169,0,4.431906,0
OP-USD,OPEN,LONG,148,148,1.348,,2024-09-06T16:54:05.334Z,24638245,,148,0,0,0
ATOM-USD,OPEN,LONG,1169,1169,4.50647733105218135158,,2024-08-24T21:11:07.203Z,23603237,,1169,0,4.447103,0,
DYDX-USD,OPEN,LONG,9571,9571,1.11571768885173963015,,2024-06-07T06:57:45.111Z,17606805,,9571,0,-15.920119,0
DOGE-USD,OPEN,LONG,55500,55500,0.10021385585585585584,,2024-08-24T18:08:03.875Z,23593240,,55500,0,-0.127247,0
AVAX-USD,OPEN,LONG,234.5,234.5,23.1911044776119402985,,2024-08-25T23:53:35.013Z,23691727,,234.5,0,1.760114,0
AVAX-USD,OPEN,LONG,234.5,234.5,23.1911044776119402985,,2024-08-25T23:53:35.013Z,23691727,,234.5,0,1.762459,0,
ATOM-USD,OPEN,LONG,1169,1169,4.50647733105218135158,,2024-08-24T21:11:07.203Z,23603237,,1169,0,4.468145,0,
DYDX-USD,OPEN,LONG,9571,9571,1.11571768885173963015,,2024-06-07T06:57:45.111Z,17606805,,9571,0,-15.900977,0
NEAR-USD,OPEN,LONG,1266,1266,4.02066666666666666666,,2024-08-27T21:02:30.643Z,23844081,,1266,0,0.259271,0
OP-USD,OPEN,LONG,224,224,1.33307142857142857143,,2024-09-06T16:54:05.334Z,24638245,,224,0,0,0
ATOM-USD,OPEN,LONG,1169,1169,4.50647733105218135158,,2024-08-24T21:11:07.203Z,23603237,,1169,0,4.477497,0,
DYDX-USD,OPEN,LONG,9571,9571,1.11571768885173963015,,2024-06-07T06:57:45.111Z,17606805,,9571,0,-15.891406,0
XRP-USD,OPEN,LONG,9140,9140,0.56099310722100656455,,2024-08-25T01:43:05.841Z,23617924,,9140,0,-0.048409,0,
ATOM-USD,OPEN,LONG,1196,1196,4.48689381270903010033,,2024-08-24T21:11:07.203Z,23603237,,1196,0,4.477497,0,
DOT-USD,OPEN,LONG,2353,2353,4.89458096047598810031,,2024-07-22T01:28:19.683Z,20898387,,2353,0,33.18193,0
ATOM-USD,OPEN,LONG,1196,1196,4.48689381270903010033,,2024-08-24T21:11:07.203Z,23603237,,1196,0,4.550453,0,
DYDX-USD,OPEN,LONG,9571,9571,1.11571768885173963015,,2024-06-07T06:57:45.111Z,17606805,,9571,0,-15.881835,0
AVAX-USD,OPEN,LONG,234.5,234.5,23.1911044776119402985,,2024-08-25T23:53:35.013Z,23691727,,234.5,0,1.771839,0,
ATOM-USD,OPEN,LONG,1196,1196,4.48689381270903010033,,2024-08-24T21:11:07.203Z,23603237,,1196,0,4.693973,0,
BCH-USD,OPEN,LONG,15.67,15.67,327.10319081046585832803,,2024-08-24T18:10:10.421Z,23593355,,15.67,0,3.689126,0
AVAX-USD,OPEN,LONG,234.5,234.5,23.1911044776119402985,,2024-08-25T23:53:35.013Z,23691727,,234.5,0,1.776529,0,
ATOM-USD,OPEN,LONG,1196,1196,4.48689381270903010033,,2024-08-24T21:11:07.203Z,23603237,,1196,0,4.856629,0,
BCH-USD,OPEN,LONG,15.67,15.67,327.10319081046585832803,,2024-08-24T18:10:10.421Z,23593355,,15.67,0,3.695394,0,
DYDX-USD,OPEN,LONG,9571,9571,1.11571768885173963015,,2024-06-07T06:57:45.111Z,17606805,,9571,0,-15.910548,0
AVAX-USD,OPEN,LONG,234.5,234.5,23.1911044776119402985,,2024-08-25T23:53:35.013Z,23691727,,234.5,0,1.799979,0,
XRP-USD,OPEN,LONG,9140,9140,0.56099310722100656455,,2024-08-25T01:43:05.841Z,23617924,,9140,0,-0.016419,0,
ATOM-USD,OPEN,LONG,1196,1196,4.48689381270903010033,,2024-08-24T21:11:07.203Z,23603237,,1196,0,4.979817,0,
BCH-USD,OPEN,LONG,15.67,15.67,327.10319081046585832803,,2024-08-24T18:10:10.421Z,23593355,,15.67,0,3.731435,0,
DOT-USD,OPEN,LONG,2353,2353,4.89458096047598810031,,2024-07-22T01:28:19.683Z,20898387,,2353,0,33.186636,0,
DYDX-USD,OPEN,LONG,9571,9571,1.11571768885173963015,,2024-06-07T06:57:45.111Z,17606805,,9571,0,-15.843551,0
DOT-USD,OPEN,LONG,2378,2378,4.88466105971404541633,,2024-07-22T01:28:19.683Z,20898387,,2378,0,33.186636,0
XRP-USD,OPEN,LONG,9330,9330,0.56017052518756698821,,2024-08-25T01:43:05.841Z,23617924,,9330,0,-0.016419,0
AVAX-USD,OPEN,LONG,234.5,234.5,23.1911044776119402985,,2024-08-25T23:53:35.013Z,23691727,,234.5,0,1.802324,0,
XRP-USD,OPEN,LONG,9330,9330,0.56017052518756698821,,2024-08-25T01:43:05.841Z,23617924,,9330,0,-0.008022,0,
ATOM-USD,OPEN,LONG,1196,1196,4.48689381270903010033,,2024-08-24T21:11:07.203Z,23603237,,1196,0,5.085065,0,
BCH-USD,OPEN,LONG,15.67,15.67,327.10319081046585832803,,2024-08-24T18:10:10.421Z,23593355,,15.67,0,3.758074,0,
DYDX-USD,OPEN,LONG,9571,9571,1.11571768885173963015,,2024-06-07T06:57:45.111Z,17606805,,9571,0,-15.805267,0
AVAX-USD,OPEN,LONG,234.5,234.5,23.1911044776119402985,,2024-08-25T23:53:35.013Z,23691727,,234.5,0,1.816394,0,
XRP-USD,OPEN,LONG,9330,9330,0.56017052518756698821,,2024-08-25T01:43:05.841Z,23617924,,9330,0,-0.001491,0,
ATOM-USD,OPEN,LONG,1196,1196,4.48689381270903010033,,2024-08-24T21:11:07.203Z,23603237,,1196,0,5.174765,0,
BCH-USD,OPEN,LONG,15.67,15.67,327.10319081046585832803,,2024-08-24T18:10:10.421Z,23593355,,15.67,0,3.772177,0
AVAX-USD,OPEN,LONG,234.5,234.5,23.1911044776119402985,,2024-08-25T23:53:35.013Z,23691727,,234.5,0,1.851569,0,
XRP-USD,OPEN,LONG,9330,9330,0.56017052518756698821,,2024-08-25T01:43:05.841Z,23617924,,9330,0,-0.000558,0,
ATOM-USD,OPEN,LONG,1196,1196,4.48689381270903010033,,2024-08-24T21:11:07.203Z,23603237,,1196,0,5.291973,0,
BCH-USD,OPEN,LONG,15.67,15.67,327.10319081046585832803,,2024-08-24T18:10:10.421Z,23593355,,15.67,0,3.797249,0,
FIL-USD,OPEN,LONG,1156,1156,3.65660640138408304499,,2024-08-24T12:59:16.751Z,23576169,,1156,0,0.435952,0,
DOT-USD,OPEN,LONG,2378,2378,4.88466105971404541633,,2024-07-22T01:28:19.683Z,20898387,,2378,0,33.196148,0,
DYDX-USD,OPEN,LONG,9571,9571,1.11571768885173963015,,2024-06-07T06:57:45.111Z,17606805,,9571,0,-15.786125,0
AVAX-USD,OPEN,LONG,234.5,234.5,23.1911044776119402985,,2024-08-25T23:53:35.013Z,23691727,,234.5,0,1.891434,0,
XRP-USD,OPEN,LONG,9330,9330,0.56017052518756698821,,2024-08-25T01:43:05.841Z,23617924,,9330,0,0.001308,0,
ATOM-USD,OPEN,LONG,1196,1196,4.48689381270903010033,,2024-08-24T21:11:07.203Z,23603237,,1196,0,5.378085,0,
BCH-USD,OPEN,LONG,15.67,15.67,327.10319081046585832803,,2024-08-24T18:10:10.421Z,23593355,,15.67,0,3.839558,0,
FIL-USD,OPEN,LONG,1156,1156,3.65660640138408304499,,2024-08-24T12:59:16.751Z,23576169,,1156,0,0.444044,0,
DOT-USD,OPEN,LONG,2378,2378,4.88466105971404541633,,2024-07-22T01:28:19.683Z,20898387,,2378,0,33.198526,0,
DYDX-USD,OPEN,LONG,9571,9571,1.11571768885173963015,,2024-06-07T06:57:45.111Z,17606805,,9571,0,-15.814838,0
AVAX-USD,OPEN,LONG,234.5,234.5,23.1911044776119402985,,2024-08-25T23:53:35.013Z,23691727,,234.5,0,1.898469,0,
XRP-USD,OPEN,LONG,9330,9330,0.56017052518756698821,,2024-08-25T01:43:05.841Z,23617924,,9330,0,0.005973,0,
ATOM-USD,OPEN,LONG,1196,1196,4.48689381270903010033,,2024-08-24T21:11:07.203Z,23603237,,1196,0,5.437885,0,
BCH-USD,OPEN,LONG,15.67,15.67,327.10319081046585832803,,2024-08-24T18:10:10.421Z,23593355,,15.67,0,3.861496,0,
FIL-USD,OPEN,LONG,1156,1156,3.65660640138408304499,,2024-08-24T12:59:16.751Z,23576169,,1156,0,0.448668,0,
DYDX-USD,OPEN,LONG,9571,9571,1.11571768885173963015,,2024-06-07T06:57:45.111Z,17606805,,9571,0,-15.824409,0
AVAX-USD,OPEN,LONG,234.5,234.5,23.1911044776119402985,,2024-08-25T23:53:35.013Z,23691727,,234.5,0,1.910194,0,
XRP-USD,OPEN,LONG,9330,9330,0.56017052518756698821,,2024-08-25T01:43:05.841Z,23617924,,9330,0,0.009705,0,
ATOM-USD,OPEN,LONG,1196,1196,4.48689381270903010033,,2024-08-24T21:11:07.203Z,23603237,,1196,0,5.532369,0,
BCH-USD,OPEN,LONG,15.67,15.67,327.10319081046585832803,,2024-08-24T18:10:10.421Z,23593355,,15.67,0,3.892836,0,
FIL-USD,OPEN,LONG,1156,1156,3.65660640138408304499,,2024-08-24T12:59:16.751Z,23576169,,1156,0,0.452136,0
ATOM-USD,OPEN,LONG,1196,1196,4.48689381270903010033,,2024-08-24T21:11:07.203Z,23603237,,1196,0,5.600541,0,
BCH-USD,OPEN,LONG,15.67,15.67,327.10319081046585832803,,2024-08-24T18:10:10.421Z,23593355,,15.67,0,3.91164,0
AVAX-USD,OPEN,LONG,234.5,234.5,23.1911044776119402985,,2024-08-25T23:53:35.013Z,23691727,,234.5,0,1.919574,0,
XRP-USD,OPEN,LONG,9330,9330,0.56017052518756698821,,2024-08-25T01:43:05.841Z,23617924,,9330,0,0.012504,0,
ATOM-USD,OPEN,LONG,1196,1196,4.48689381270903010033,,2024-08-24T21:11:07.203Z,23603237,,1196,0,5.746453,0,
BCH-USD,OPEN,LONG,15.67,15.67,327.10319081046585832803,,2024-08-24T18:10:10.421Z,23593355,,15.67,0,3.963351,0,
FIL-USD,OPEN,LONG,1156,1156,3.65660640138408304499,,2024-08-24T12:59:16.751Z,23576169,,1156,0,0.453292,0
NEAR-USD,OPEN,LONG,1293,1293,4.01225831399845320958,,2024-08-27T21:02:30.643Z,23844081,,1293,0,0.259271,0
BCH-USD,OPEN,LONG,16,16,326.58131250000000000001,,2024-08-24T18:10:10.421Z,23593355,,16,0,3.963351,0
AVAX-USD,OPEN,LONG,239.1,239.1,23.15836051861145964031,,2024-08-25T23:53:35.013Z,23691727,,239.1,0,1.919574,0
NEAR-USD,OPEN,LONG,1320,1320,4.00403030303030303029,,2024-08-27T21:02:30.643Z,23844081,,1320,0,0.259271,0
AVAX-USD,OPEN,LONG,239.1,239.1,23.15836051861145964031,,2024-08-25T23:53:35.013Z,23691727,,239.1,0,1.931529,0,
XRP-USD,OPEN,LONG,9330,9330,0.56017052518756698821,,2024-08-25T01:43:05.841Z,23617924,,9330,0,0.026499,0,
ATOM-USD,OPEN,LONG,1196,1196,4.48689381270903010033,,2024-08-24T21:11:07.203Z,23603237,,1196,0,5.977281,0,
BCH-USD,OPEN,LONG,16,16,326.58131250000000000001,,2024-08-24T18:10:10.421Z,23593355,,16,0,4.072151,0,
FIL-USD,OPEN,LONG,1156,1156,3.65660640138408304499,,2024-08-24T12:59:16.751Z,23576169,,1156,0,0.463696,0
AVAX-USD,OPEN,LONG,239.1,239.1,23.15836051861145964031,,2024-08-25T23:53:35.013Z,23691727,,239.1,0,1.945875,0,
XRP-USD,OPEN,LONG,9330,9330,0.56017052518756698821,,2024-08-25T01:43:05.841Z,23617924,,9330,0,0.038628,0,
ATOM-USD,OPEN,LONG,1196,1196,4.48689381270903010033,,2024-08-24T21:11:07.203Z,23603237,,1196,0,6.324121,0,
BCH-USD,OPEN,LONG,16,16,326.58131250000000000001,,2024-08-24T18:10:10.421Z,23593355,,16,0,4.147351,0,
FIL-USD,OPEN,LONG,1156,1156,3.65660640138408304499,,2024-08-24T12:59:16.751Z,23576169,,1156,0,0.471788,0
AVAX-USD,OPEN,LONG,239.1,239.1,23.15836051861145964031,,2024-08-25T23:53:35.013Z,23691727,,239.1,0,1.95783,0,
XRP-USD,OPEN,LONG,9330,9330,0.56017052518756698821,,2024-08-25T01:43:05.841Z,23617924,,9330,0,0.045159,0,
ATOM-USD,OPEN,LONG,1196,1196,4.48689381270903010033,,2024-08-24T21:11:07.203Z,23603237,,1196,0,6.686509,0,
BCH-USD,OPEN,LONG,16,16,326.58131250000000000001,,2024-08-24T18:10:10.421Z,23593355,,16,0,4.201751,0,
FIL-USD,OPEN,LONG,1156,1156,3.65660640138408304499,,2024-08-24T12:59:16.751Z,23576169,,1156,0,0.489128,0,
DOT-USD,OPEN,LONG,2378,2378,4.88466105971404541633,,2024-07-22T01:28:19.683Z,20898387,,2378,0,33.200904,0
AVAX-USD,OPEN,LONG,239.1,239.1,23.15836051861145964031,,2024-08-25T23:53:35.013Z,23691727,,239.1,0,1.962612,0,
ATOM-USD,OPEN,LONG,1196,1196,4.48689381270903010033,,2024-08-24T21:11:07.203Z,23603237,,1196,0,7.121853,0,
BCH-USD,OPEN,LONG,16,16,326.58131250000000000001,,2024-08-24T18:10:10.421Z,23593355,,16,0,4.252951,0,
FIL-USD,OPEN,LONG,1156,1156,3.65660640138408304499,,2024-08-24T12:59:16.751Z,23576169,,1156,0,0.504156,0
ATOM-USD,OPEN,LONG,1196,1196,4.48689381270903010033,,2024-08-24T21:11:07.203Z,23603237,,1196,0,7.577529,0,
BCH-USD,OPEN,LONG,16,16,326.58131250000000000001,,2024-08-24T18:10:10.421Z,23593355,,16,0,4.302551,0,
FIL-USD,OPEN,LONG,1156,1156,3.65660640138408304499,,2024-08-24T12:59:16.751Z,23576169,,1156,0,0.515716,0
AVAX-USD,OPEN,LONG,239.1,239.1,23.15836051861145964031,,2024-08-25T23:53:35.013Z,23691727,,239.1,0,1.972176,0,
ATOM-USD,OPEN,LONG,1196,1196,4.48689381270903010033,,2024-08-24T21:11:07.203Z,23603237,,1196,0,8.046361,0,
BCH-USD,OPEN,LONG,16,16,326.58131250000000000001,,2024-08-24T18:10:10.421Z,23593355,,16,0,4.355351,0,
FIL-USD,OPEN,LONG,1156,1156,3.65660640138408304499,,2024-08-24T12:59:16.751Z,23576169,,1156,0,0.518028,0
AVAX-USD,OPEN,LONG,239.1,239.1,23.15836051861145964031,,2024-08-25T23:53:35.013Z,23691727,,239.1,0,1.98174,0,
ATOM-USD,OPEN,LONG,1196,1196,4.48689381270903010033,,2024-08-24T21:11:07.203Z,23603237,,1196,0,8.358517,0,
BCH-USD,OPEN,LONG,16,16,326.58131250000000000001,,2024-08-24T18:10:10.421Z,23593355,,16,0,4.380951,0
ATOM-USD,OPEN,LONG,1222,1222,4.47042798690671031096,,2024-08-24T21:11:07.203Z,23603237,,1222,0,8.358517,0
AVAX-USD,OPEN,LONG,239.1,239.1,23.15836051861145964031,,2024-08-25T23:53:35.013Z,23691727,,239.1,0,1.984131,0,
ATOM-USD,OPEN,LONG,1222,1222,4.47042798690671031096,,2024-08-24T21:11:07.203Z,23603237,,1222,0,8.644465,0,
BCH-USD,OPEN,LONG,16,16,326.58131250000000000001,,2024-08-24T18:10:10.421Z,23593355,,16,0,4.393751,0,
DOT-USD,OPEN,LONG,2378,2378,4.88466105971404541633,,2024-07-22T01:28:19.683Z,20898387,,2378,0,33.210416,0
ATOM-USD,OPEN,LONG,1249,1249,4.45277902321857485988,,2024-08-24T21:11:07.203Z,23603237,,1249,0,8.644465,0
DOGE-USD,OPEN,LONG,56500,56500,0.10010971681415929202,,2024-08-24T18:08:03.875Z,23593240,,56500,0,-0.127247,0
XRP-USD,OPEN,LONG,9510,9510,0.5595426919032597266,,2024-08-25T01:43:05.841Z,23617924,,9510,0,0.045159,0
AVAX-USD,OPEN,LONG,239.1,239.1,23.15836051861145964031,,2024-08-25T23:53:35.013Z,23691727,,239.1,0,1.986522,0,
XRP-USD,OPEN,LONG,9510,9510,0.5595426919032597266,,2024-08-25T01:43:05.841Z,23617924,,9510,0,0.047061,0,
ATOM-USD,OPEN,LONG,1249,1249,4.45277902321857485988,,2024-08-24T21:11:07.203Z,23603237,,1249,0,8.836811,0,
BCH-USD,OPEN,LONG,16,16,326.58131250000000000001,,2024-08-24T18:10:10.421Z,23593355,,16,0,4.420951,0,
FIL-USD,OPEN,LONG,1156,1156,3.65660640138408304499,,2024-08-24T12:59:16.751Z,23576169,,1156,0,0.52034,0
AVAX-USD,OPEN,LONG,239.1,239.1,23.15836051861145964031,,2024-08-25T23:53:35.013Z,23691727,,239.1,0,1.988913,0,
ATOM-USD,OPEN,LONG,1249,1249,4.45277902321857485988,,2024-08-24T21:11:07.203Z,23603237,,1249,0,9.040398,0,
BCH-USD,OPEN,LONG,16,16,326.58131250000000000001,,2024-08-24T18:10:10.421Z,23593355,,16,0,4.457751,0
AVAX-USD,OPEN,LONG,239.1,239.1,23.15836051861145964031,,2024-08-25T23:53:35.013Z,23691727,,239.1,0,2.012823,0,
ATOM-USD,OPEN,LONG,1249,1249,4.45277902321857485988,,2024-08-24T21:11:07.203Z,23603237,,1249,0,9.266467,0,
BCH-USD,OPEN,LONG,16,16,326.58131250000000000001,,2024-08-24T18:10:10.421Z,23593355,,16,0,4.505751,0
XRP-USD,OPEN,LONG,9690,9690,0.55896604747162022703,,2024-08-25T01:43:05.841Z,23617924,,9690,0,0.047061,0
FIL-USD,OPEN,LONG,1185,1185,3.64895611814345991562,,2024-08-24T12:59:16.751Z,23576169,,1185,0,0.52034,0
XRP-USD,OPEN,LONG,9870,9870,0.55838490374873353596,,2024-08-25T01:43:05.841Z,23617924,,9870,0,0.047061,0
AVAX-USD,OPEN,LONG,239.1,239.1,23.15836051861145964031,,2024-08-25T23:53:35.013Z,23691727,,239.1,0,2.022387,0,
ATOM-USD,OPEN,LONG,1249,1249,4.45277902321857485988,,2024-08-24T21:11:07.203Z,23603237,,1249,0,9.538749,0,
BCH-USD,OPEN,LONG,16,16,326.58131250000000000001,,2024-08-24T18:10:10.421Z,23593355,,16,0,4.579351,0,
FIL-USD,OPEN,LONG,1185,1185,3.64895611814345991562,,2024-08-24T12:59:16.751Z,23576169,,1185,0,0.52271,0
FIL-USD,OPEN,LONG,1214,1214,3.6415041186161449753,,2024-08-24T12:59:16.751Z,23576169,,1214,0,0.52271,0
XRP-USD,OPEN,LONG,10060,10060,0.55778081510934393637,,2024-08-25T01:43:05.841Z,23617924,,10060,0,0.047061,0,
BCH-USD,OPEN,LONG,16.33,16.33,326.0097979179424372321,,2024-08-24T18:10:10.421Z,23593355,,16.33,0,4.579351,0
AVAX-USD,OPEN,LONG,239.1,239.1,23.15836051861145964031,,2024-08-25T23:53:35.013Z,23691727,,239.1,0,2.02956,0,
